Review Time,ASIN,Overall,Summary,Reviewer ID,Review Text
2013-05-25,B0094FZZGG,3.0,Too Many of the same,A34VIO4RJJAXBN,"This book is good, but there's too many variations of just a few recipes. It would have been a much better book had she added more recipes instead of just variations of a couple of recipes."
2014-05-17,B0094Z4NIC,2.0,I couldn't waste any more time,AAG2N9TJTFNM2,"I skipped to the end when I was at the 40% mark, I just didn't want to waste any more time on this book. It follows the chick lit formula and has swearing and sex and was just not for me."
2013-08-4,B00957XZFG,3.0,Good read,A12CN239SWGFO4,"I love old houses, romance, kids and cats. I recommend this book yo anyone else with similar likes in a story. It could have done with a little more mystery and suspense but was still a sweet story."
2013-08-17,B0095BV5FO,5.0,Good Book,A25IY18DI5XNYK,"This is one of those easy to read books that are entertaining and challenging. Even though it was easy to see Lucas was a crook from the beginning, the way he was dealt with and the final solution was good. I wish Emily wasn't so shield wishey washey about everything though. She seems to be in such a hurry to think the worst of everyone. It seems that friends should at least get a chance to prove themselves before paranoia makes everyone suspect. But even so it was a good book and I am getting the next book in the series as soon as I finish this review."
2012-12-17,B0095IATR2,5.0,The start of events,A1EA7VXIUZBYIK,"An ancient language, uniquely different army soldiers, mysterious sounds and happenings. And more.Welcome to a city of screams, and a great set-up for James Rollins' future book, The Blood Gospel.I could definitely tell James was involved in this story since some of the characters were pretty much like his own Sigma Force heroes (especially like Gray and Monk). Since I've never read anything by Rebecca Cantrell, I can't draw any conclusions, just guesses.Here's the gist: a group of scientists go into an area with a deep history, go blackout (missing). A group of soldiers is sent to find the scientists and find something far worse. A strange girl is found and weird things start to happen.The start was really great, the historical background (which comes with Rollins' territory in his research for his books) was immense and deeply satisfying for one who has an interest in obscure history (like me), the occassional quirky dialogue did, at times, get me to snort-laugh (especially the weight jokes one fat soldier throws around about himself), and the mystique of the dead language mentioned, the mystery of the little girl, and what happens in the cave at the end of the story, along with the questions the main character thinks about at the very end, it's all a great start to pique interests to what already seems to promise to be a complex and intriguing series."
2012-09-30,B0095ZIODQ,4.0,Yummy!,A3RKG7R8ODW0K5,"I love beef, and I love my slow cooker, so I was anxious to get this book. I was not disappointed. The author offers a nice variety of recipes, and the only difficult part is choosing which one to try first! I look forward to trying out more of them."
2013-11-26,B0097BB930,5.0,AWESOME,A1JRRDS066HDXP,AWESOME read  can't wait to read the rest of the series inthis collection of books from this author WOW WOw
2012-10-8,B0097DKI4E,5.0,Let Me Serve you,A2BOMXBW2YF10L,I loved this IR story about Leighton and Charlie. Charlie was sexy and great alpha male. Leighton was weak in the beginning but she be came stronger with each page. Things like this do happen to women. I liked how they got together. It is not always about hot sex on page 3. I recommend this book to all you ladies.
2013-01-23,B0097DW1JO,3.0,90 Days Probation,A3AEUC1KPG4YBX,"The beginning of this book, about a young woman with a ""too nice"" complex, was choppy and seemed to rush, which almost caused me to not read it entirely. The topic of rising in the midst of domestic violence almost got lost within some parts of the book. But overall, it was a decent read."
2013-11-22,B0097GFOS6,5.0,KEEPS YOU GUESSING,A32AYZRCF0P8YR,"THIS WAS A MORE THAN GOOD READ. I WOULD LIKE TO SEE MORE OF J&B SERIES. I WILL BE LOOKING FOR MORE FROM THIS AUTHOR. I LIKE MYSTERIES THAT KEEP ME GUESSING, AND I SURE DID NOT SEE THE &#34;WHO DONE IT&#34; IN THIS ONE."
2012-10-7,B0097LJ8FG,5.0,A great read!,A3NZGJILXK8907,"I really enjoyed this book. I loved the romance and the comedic elements were adorable. Baz was such an endearing hero and I was so happy that he got his happy ending. The setting was great too. A must read for anyone who likes a bit of suspense, diverse characters and a good romance that tickles the funny bone."
2013-03-25,B0097LTX8S,4.0,Dallas BIllionaires,A2EDQH1P9V8WZ3,I loved this story. I would have liked to read more about their wedding and their children. A few more about their life.
2013-02-23,B0097SVF1Y,4.0,Feeling Texty?,A2428MCHNII361,"I remember those when the texting first began to get really popular and ever so often a friend would sent a really cheeky text but by time you decide to forward it to the person you liked, he or she would have gotten the same text from several people. It was difficult then to really flirt with someone using text messages.If sending a chain message did not get you down then perhaps hitting the send button only to realize that you have sent the message to the wrong person, more than likely would. Texting can be dangerous but there in lies the lure. Anything that has an element of danger to it is sure to get your curiosity peaked.Now we are in the age of the social media revolution with a million ways of talking to someone without actually doing it face to face. I have had the very amusing experience of having someone text me while we were sitting at the same table having a conversation with a few other companions. At first I thought it was a bit ridiculous but then it got interesting when my mate sent me a very sensual message that I did not know quite how to respond to at the time.I was 'text' challenged and I have been that way for quite some time, so finding this book was very interesting for me. It's a bit late because I would have liked to have had it when I was dating but not now that I am married it makes for good fun. I think sending my husband spicy text that ought to get him heated while he is at work is sure to get me some serious action when he gets home. With all that built up tension, I am certain that he will be like a volcano, ready to erupt when he walks through the door.This book was of great help for composing those steamy texts to tease my husband and I am sure it will help anyone desirous of doing the same with their partners. It's 'Sexting' and whether you send it from the phone, facebook, twitter or some other social site that you and your made subscribes to, you better prepare for the end result which will more than likely culminate with you staring at the ceiling and your mate looking you intently in the eyes. The rest I will leave up to your imagination.Every bit of humor that was intentionally included was very much appreciated. Sandra gives you 20 ways of keeping things interesting. My favorite has to be Lunch Hour Sexting, simply because it's usually all the time I have during the work day to be frisky with my huzzy.If you are already a pro at this then I don't think you will be amazed with the content of this book. But if you are a novice like me and a terrible 'Sexter' then you stand to gain a lot from reading this book."
2012-12-15,B00984N9L6,4.0,NEW COMMUNICATION,AV2PDQNTBTPWH,"Here he comes again! Stephen Williams goes through communication matter once again, and this time he does it with a guide for men.Infact he hopes to help them ""picking-up"" women.If you are a woman, you will surely enjoy reading ""Funny Pick-up Lines"", discovering men's weaknesses and fears.I guess that Williams wrote this book to help men who don't know how to approach women in different cirrcumstances and places; reading the chapters, reader will discover new ways to solve his communication problem: you will realise that Williams has a great sense of humor, which men can use with ladies.Well, in some cases women could think this method doesn't work, but let's laugh at this!Humor is very important for Williams, so it should be for everyone, helping people face seemingly difficult situations.I had fun reading Williams' tips and advice, because I thought that many men should start feeling more comfortable with themselves, learning how to increase their self-esteem, in particular relating to women.Yes, because as we have always seen in most Stephen Williams' books, according to him, communication is the most important part of human relationhships of every kind, a part of love relationships: so, once again, through ""Funny Pick-up Lines"", he suggests readers to start living differently, knowing and approaching women in a funny way.It almost seems that you're on the scene, witnessing women's reactions to men's humorous way to approach them.So, if you need to know further about this nice and funny subject, buy a copy of Stephen Williams' ""Funny Pick-up Lines""!"
2012-09-17,B009AHT1HC,5.0,A chilling horror novella,A23MQW2Q7T46JB,"It was suppose to be a fun winter night touring the back roads with old friends, but a tree blocks the trail and the old truck breaks down. There's no light, warmth, or cell phone reception. Cassie, Mary, Denise, and James decide to walk the few miles back to the main road. The cold and darkness adds friction to an already disgruntled group, and Cassie's scary story doesn't help ease the tension. There's also something stalking them in the woods. Perhaps Cassie's story holds more truth than they want to believe.Cherie Reich has managed to pack vivid detail and nail-biting suspense in this short horror tale. I can still feel the cold and hear the strange cracks from the woods. It seemed like a normal night for the young folk, but I fast on the edge of my seat, and I couldn't relax even when I reached the end. The most unique part of this story is that the reader is allowed to see through all the characters' eyes. Each of the four characters have their own sections and it's like peeling back layers of an onion. More is revealed about the dynamics of the group and each individual's inner most feelings. Cherie does a marvelous job with characterization. This is the perfect story for a cold, dark night when you're bundled up in bed. You'll need a big blanket when those chilly goose bumps crawl up your arms!"
2013-01-6,B009BII0XQ,4.0,Another good one,A2SFTC96J32E5H,"It's amazing how much your emotions go up and down in this book. I was angry with Matt at first then I was back to being in love with him and then I'd repeat with Shannon. I love the whole best friends scenario. I think everyone has had a best friend that they have felt like this with and it's just nice to see it come true. I hated it took so long for them to figure out how they felt, but then again if you're friends and in a situation like this it'll take time.Ancelli, you could write 5 more stories all about friends and I can guarantee you that I will read them. Nice job. Loved it."
2012-12-6,B009CQT09A,2.0,Not worth the money but not horrible,A3C8LCRG0BGFFX,"I felt the book was boring and predictable it would've been ok had it been 99 cents, but for 2.99 I felt it was not worth it.  It wasn't a horrible story, the idea was ok but I found myself skimming and STILL being able to predict outcomes, there weren't any real surprises and if i were u i'd save my money, mayb check out some of R.L. Mathewson's books, they're hilarious."
2013-02-20,B009DADXR0,3.0,Not bad,A7FLSHSCHY99C,I found that there were too many recipes with products I've never heard of. They weren't  recipes I would use very often as well.
2012-09-21,B009DVJ3O6,5.0,Great recipes!,A1V2DAMGMHPQNZ,"This book has some really great recipes! Anyone who loves chicken and is looking to spice things up while keeping it healthy, should buy this book. There are several stir fry recipes that are absolutely wonderful, as well as some BBQ recipes and soup recipes. I would highly recommend this book."
2012-10-21,B009E7TX08,5.0,worthy successor to the ingenarii,A170L669BMNTFI,"My first 5 star rating in a long time. Kestrel is part elf, part human, caught in a developing elf-human conflict as war and evil envelops the land. Chosen as champion by both human gods and elf gods, Kestrel is thrown into the conflict without a clear sense of direction. Maybe a basic plot but Jeff Quyle's style elevates the story to a 4 or 5 star level, depending on personal interest. If you haven't read Quyle's Ingenarii series yet, start it now and if you liked the ingenarii, you'll love this."
2013-03-6,B009ECEKVK,3.0,Good for beginner introvert reading?,A1T7N165U2HJAC,"I found this book fairly helpful but have known I've been an introvert for a very long time. This book would help people who don't know for sure if they are an introvert but notice a difference in their personality.  Amber Keyes explains different techniques you can use in order to fit in with the extroverts and get your job done. And for being a great boss, well that takes skills you can learn from management courses. If you are not good at getting into other peoples faces and visa versa then become your own boss somehow or work at another level.  At times in the book she  practically gives you step by step directions on what to do in certain situations.  This may come in handy one day if you can remember them, but given her line of work, explaining what she does to get through the day would not help anyone unless they had the same job.  I have read a few books on being an introvert and I have come to the conclusion that there is no special way to know the situations you will get into that makes you feel uncomfortable whether an introvert or extrovert. Just be yourself and don't be so hell bent to fit in everywhere. There are a lot of extroverts that are introverts and at the end of their day I'm sure they are mentally exhausted. I truly don't want to have to stay on my P's & Q's to make sure all is well with my relationship to the world and the people in it. I believe the only advantage to being an introvert is that you have more creativity and you give your thoughts to more than just how many friends you can collect on Face Book. Science and technology are ruled by introverts. So I say don't categorize yourself into one group or the other because YOU are YOU.  As the book suggested, you may need to hone your skills for small talk in order to be polite but hopefully it may turn into a small, interesting talk, you never know. It's been known to happen."
2013-07-30,B009EEOWOS,4.0,Book of Ruth,A3CIIU9YNK53VK,Thanks for sharing this story with the children. My son enjoyed learning more about Ruth through this book to go along with the learning he has done through church.
2013-03-18,B009FHONVG,5.0,Outstanding!,A3OMSDR1PLQCHX,"When I first opened the book ""Open House"" by Krystal Shannon and saw the name ""Aphrodite"" I knew it was going to be amazing! Aphrodite is the goddess of love and in this book we see as she watches over two humans and their love story.  Rebecca and Robert were two humans who met at an open house only to realize that they have known each other since high school.Now, I totally can't say anything else about it because I don't want to spoil it but when Aphrodite's plan for love becomes a game with Ares, the god of war, things become heated. You totally need to read this book on your own to see just how amazing and awesome it is. Having Aphrodite and Ares together, fighting over the souls and both working their magic over these humans lives makes the book so much more interesting.  The human characters as so well developed that you can easily fall in love with them and then become angry when Ares interferes. Oh I just adore this book!It isn't just your standard love story. It's a love story with an incredible twist since everything can be changed when dealing with the gods. I highly recommend this story for anyone who loves romance. There are two wonderful romance stories happening at once and it is just amazing how it is laid out. It is extremely addicting and well done that I couldn't put it down until I finished it.  I've never seen anything like it before and I've already got the next one to read!  I give this story five wonderfully deserved stars."
2014-04-6,B009FHSYSY,5.0,AMAZING!!!!!!!!,A1J2HFAH8EXK50,Wow I have so many emotions flowing through me I can't even think straight. This book is just WOW the characters are unbelievably written. I was on pins and needles through most of it. Yelling at Emma to tell Jackson what Claire had said so long ago. This book is definitely worth reading. It's a pretty long one too which I totally enjoy. Read this book you'll thoroughly enjoy it.
2013-06-15,B009G9LJKG,2.0,Hmmmm...SPOILERS!!!!,AVGYENZU56KBR,"Ummm...he slept with your aunt!!!!! Why would you want to be with someone who could not see past her BS exterior to the cold and heartless woman underneath. He just wanted a pretty face and slept with the aunt for a while before the heroine came along. He still was around the aunt even though he had feelings for the heroine and I am not sure if he was still sleeping with the aunt after he first started hanging out with the heroine!!!! It was not specific with that detail. He felt that it would embarrass the aunt if he just left her and seemed to shun her in public so he still was around her at balls and stuff but that confused and hurt the heroine...you know, the girl you are supposed to be in love with??? It was an annoying book."
2014-03-26,B009H28446,5.0,A Joyful Journey!,A1TJPE10C8FPJD,"To begin with, I fell in love with the cover of this book. How intriguing!Since I'm a lover of Fantasy, I began to read and found I couldn't put it down.What fun!This is a great imaginative adventure. The characters are delightful, the story witty and well thought-out.I highly recommend this to anyone who enjoys the thrill of an imaginative read filled with danger, triumph and courage. There's someone in here for every reader, come see who you identify with! :)"
2013-02-19,B009H6SB68,5.0,Redemption,A2U2VP74FEZH61,"This was a very different story line and well written.  I liked our heroine of course, the hero took me some time to really get an appreciation for since he was a criminal.  But a very entertaining story and well written."
2013-08-11,B009HNKE3O,5.0,Enjoyable Book,A202HHD6K8H7JN,"I enjoyed this book, and thought the story was very different from anything else 'Zombie' that I've read.  I would read a follow-up book."
2013-08-21,B009HX98X6,5.0,The Circle of Ceridwen,A1FUJQKBNQ3ASO,I love the way Octavia writes. It is an interesting story line and yet she manages to explain different way that people probably lived in other times and countries. Her descriptions are precise and interesting at the same time. She fully explains each of her characters in a way that is interesting and not overly long..Can't wait to start reading  Ceridwen of Kilton which is book two of this series. I even got a personal email from this fascinating woman.Thank you for a great read!
2012-10-18,B009IKILZY,5.0,A Tale for the Fat kid in all of us,A2G943N32RET14,"What a great story, again it is a book that i could not put down as with the rest of Mr.Pirog's work.  The characters are great and he brings them to life in a way that leaves you captivated."
2013-01-15,B009JC9N0I,5.0,ENJOYED READING THIS BOOK.,AFBLYN4LJ4UQH,This book was emotionally touching. The storyline was exceptional and brought me to tears. Would highly recommend reading this book.
2013-04-1,B009K5F4DY,5.0,Sex Gets Hotter,A148IHK115UY67,"OK. I see why people are annoyed by the break in the stories, but the story itself is hot and very different from most of the stuff I read. The author's voice is fun and I love the characters, especially the minor ones like Carl and Jordan."
2014-04-28,B009K7RX8G,5.0,Candy Bar Series,A7M73HAH815DM,A wonderful series that will make you laugh one minute and crying the next! I recommend this series to everyone.
2012-10-6,B009KGAF9Q,5.0,LOVED IT,A8ATEKPFABSDD,THIS BOOK WAS VERY VERY EXECELLENT. I TRULY ENJOYED THE SUSPENSE AND THE THRILL OF THE BOOK. I COULD NOT PUT IT DOWN. I READ IT IN ABOUT 3 HOURS!!
2013-02-3,B009KGAF9Q,5.0,Loved it!!!,A26RYJ8KBHMH5Q,This was a great book from the 1st page.  Ebony was just to darn trifling and Ivory was to naive.  I really liked Jah's character and i felt bad that things had to end the way they did.  I felt so sorry for poor Calvin Jr. having to deal with such a heartless mother day to day.  Overall this was a wonderful read!! Job well done Jade Jones!!
2012-12-7,B009L2X8KM,5.0,Great Prequel,AUO23N5SQWOVE,"The only disappointment about this book is that it is not long enough, Good to read about Gus again, buy this and it will introduce the reader to Augustus Berry ""A Good Man"""
2012-11-20,B009MBUW8I,2.0,Good concept but failed execution,A3RTEP0OMSWW5B,"I am always a little hesitant to write a review that is less than complimentary of a book. I am not in the business of bashing authors because I don't personally like their book. And, I want to be supportive of independent and relatively unknown authors. That being said, when I read a book like this, I feel that it is my job as a reviewer to set aside the possible hurt feelings of the author and tell my readers my honest opinion.I so wanted to like this book. The premise sounded interesting: A girl begins to see some kind of supernatural being (fairies or sprites) after a near death experience. She falls in love with one of them despite the danger involved for both of them. Forbidden love, a hot fairie guy, danger - what's not to like, right? Wrong...First, the writing. There were a lot of awkward sentences, some misused idioms, overuse of certain phrases, words that were technically correct but not ""current"" and sentences that just plain did not make sense. Now, this could be the case for one of 2 reasons:One, the author is originally from Poland and is not a native English speaker - thus the problems listed above. If this is the case I would recommend that she find a native English speaker or editor to help her polish this up. Two, the main character is originally from Russia and would therefore likely speak in broken English. The book was written in first person present tense so the entire book is right from her mind/mouth. If this is the reason for the above problems, I understand wanting to keep the character authentic, but the language really detracted from my enjoyment of the book. I would recommend that the book not be written in first-person from Ania's point of view.Second, the plot. There were a ton of inconsistencies and holes in this plot that made me go ""Huh? Whaaaat?"" For example, Gabriel (the Sprite love interest) states on more than one occasion that it is against the rules for them to be together and that the penalty for them speaking is death. However, he also states on more than one occasion that this has never ever happened before, in all the centuries that they have existed. If this is true, why would such a rule even exist? In the last couple of pages there's an event that seems like a heck of a coincidence. I won't say more as I don't want to spoil anything but suffice it to say that the particular scene was inconsistent and seemed like it was added in almost as an afterthought to make the storyline work.Third, I really hated Ania. She is the main character so I suppose one would expect to feel some kind of connection there but I just did not like the girl. She was completely immature and a major drama queen. She has an overbearing mother, but her mother obviously cares about her. It's not an abusive relationship or anything. At one point in the book Ania cuts all ties with her and states that she is ""just another woman named Natasha that I once knew."" That seems quite extreme to me. Also, she sees Gabriel a couple of times and even admits (more than once) how arrogant he is. Yet, after the first time he kisses her she is ""in love!"" Ridiculous! She knows absolutely nothing about this guy (or Sprite, as the case may be), his culture, his family, etc.. but she's in love with him! She is also the QUEEN of mixed messages. She sends him away and then is angry when he's not there. He leaves for a trip and she's angry that he's gone. She was whiny, immature, overly dramatic and generally unlikeable.I gave an extra star for the overall idea of the book. I think if the writing were smoother and the plot and details fleshed out a little more this could be great. The idea of fairies as guardians instead of angels was intriguing to me. The very small glimpses I got of their society was intriguing to me. I can see the potential here and give the author credit for putting an original spin on the idea of fairies and angels.Overall, there were more negatives than positives for me personally. I was unable to overlook a lot of the awkward writing and plot inconsistencies. However, if you are looking for something a little different and like a good love story with a little bit of a mystery thrown in, you may enjoy this one.Note: I received a copy of this book for free from the author in exchange for my honest review.  All opinions are 100% my own."
2013-04-4,B009MZQP0I,5.0,Great read!,A4PNKH1PMPWS7,"Again, another great book by Mara Jacobs. I thought Debbie Macomber, Sherryl Woods, Robyn Carr and JD Robb couldn't be beat but Ms. Jacobs comes close."
2013-05-23,B009OGC8A6,5.0,A great read,A13YE4OX9U4O6M,I loved the humor and the situations that she got caught up in.  Enjoyable and fun read.  Would like to read more of Ms. Bennett's books.
2013-03-24,B009OKRB3Q,5.0,Awesome book,ASKBAH2XFR9SY,Take the time to read very worth your time . Loved the book want to read more by Amy Cross sat and read didn't want to put my  kindle down
2013-01-18,B009OX9V2W,4.0,The stories revolve around the common theme of a necklace found in various compromising situations - usually murder.,A3T3FN8389AUN3,"Note: I received a free copy of this book in return for my honest review.This anthology is marked as scary short stories, but I would classify the book more as a blend of sci-fi, mystery, and thriller. There is even some eyebrow raising humor mixed in there. The stories revolve around the common theme of a necklace found in various compromising situations - usually murder.I finished the anthology in a few sittings. About 99% of the stories were interesting to read and kept my attention. Having a variety of different authors and their styles one after the other made the book easy to read.My favorite story was &#34;The Needing&#34; by PJ Friel. I was instantly wrapped up in the story and loved the twisted, very wrong, but very right in a very wrong way (haha!), ending.One of the stories I simply skipped through because due to the violent, abusive nature of the repulsive main character (&#34;The Trophy Wife&#34; by Killion Slade). That is just my personal preference though; others might like the more horror, gory stories.I recommend this anthology for anyone who likes a mixed bag of writers and leans toward mystery or thriller novels."
2014-02-12,B009P8NJBU,5.0,Longing for Forever,AU6XF9GE5FTWK,"Longing for love and to love, when not realizingthe pull and ease in the central of ones chest.Sensuality and fear, longing and unknowing why the feeling come when only meeting for the first time.happy ending but a long and hard journey to get there.Hot sex scenes, to truely take to another place in your mind.Lock the door ad nd curl up with a nice glass of wine and read of the Woods Family.Longing for Forever"
2013-09-26,B009Q78PQO,4.0,Very interesting,A3KAELWTAB0Q6M,this is the first of this writer series. While it is called time travel story you don't know you are reading a time travel one until the end. the story is  very interesting and catch you wanting t know more. I enjoy reading it and wanted to read the next one as soon as I finished this one.It's a good book if you like adventures and romance. I recommend you giver a chance to this book as it deserves to be read.
2014-02-20,B009Q792W0,5.0,Wow,A2F5K1M79GW649,"This is my kind of romance. Interracial is my favorite and now I have found a new author. This was s great story,loved the storyline and characters. Wow give this book 10 out of 10 stars"
2013-12-22,B009RBKTSG,5.0,A nice quick holiday read,A3P0G4HZN26M40,"Resa (Teresa) Madere has recently been dumped by her husband and is struggling to pay her mortgage. She heads home to Dogtown just before Christmas to help her Uncle Emile in the family sausage-making business. Dogtown is a small town whose residents belong to either the Madere or Caillou families. Its major attraction is the strange dog-like mascot, the rougarou, located in the center of town. Resa's sentiments about her home town can be summed up as follows: &#34;Dogtown was like quicksand; unless one kept moving, getting stuck was inevitable, followed by sinking and suffocation.&#34;Coincidentally, Resa's old school friend Chan (Chandler) Caillou has just moved back to Dogtown to take over his family's alligator wrangling business. He states, &#34;It was my responsibility, you know? Sometimes we're born into a situation and we have to decide if we're gonna be a part of it or if we're gonna put an end to it.&#34; According to both their families, Resa and Chan are destined to be married. Resa has never felt that way about Chan, but now that he's all grown up, she's not so sure. When Chan asks Resa out to the community dance, the town's tongues start wagging.What secret are both families hiding and how does it affect Resa and Chan? The future of both families is in her hands, and Resa has a decision to make.This is a magical tale not so much about Christmas but about love, family, and new beginnings. A nice quick holiday read.I received this book for the purpose of providing an honest review."
2012-12-3,B009S7HTZU,5.0,Great recipes for a pot luck affair,A2Z8SJ78CNQ8MH,Several very nice recipes that will feed a large gathering.  Also they appear to be fairly easy on the cook to prepare.
2012-12-31,B009TSNOJI,5.0,Great ending,A6EAXALXUOFHY,"I can't wait for the next book. I absolutely love Chris, Mia andthe rest of the bands. Great books"
2013-09-29,B009TWA1RM,5.0,Beautifully Written,ABQ5K2GCXW88I,"This is a beautiful story that I was amazed by. Most certainly one I would recommend as both an author, and a reader. Kudos."
2013-02-23,B009TX16H0,5.0,The relationships continute,A3UH7WC6XQ9J77,"Riga's relationship with Donovan, and with her magic, and with Bridgette all come together in the 3rd book. I hope there are more coming, love the characters and the world building and the mystery."
2012-10-29,B009VNTPPI,5.0,Awesome Guide Covers A Lot Of Ground,A1PDYLOJW2GJBQ,"As Pinterest is a 'new' thing in the social media world it is sometimes hard to find much good information in one place.  This guide does a great job of going over Pinterest from beginning to end and giving you the details you will need to succeed.  If you are new to Pinterest, or even if you have been on Pinterest for awhile, this is a great guide and will help increase your knowledge of this new social media giant."
2012-11-2,B009WGVHHI,5.0,Well Done,A1PF3Y2R18T5YQ,"Well written love story that kept my attention to the end. Good story line with a somewhat expected finish, but with a little twist at the end."
2013-06-27,B009XDD8TU,5.0,Great quick read!,A2T9A0JXSWTQCN,"I read this before bedtime last night...loved it!  Very sweet ghost story! I usually like a scary story, but was really glad that I read this one! I'll definitely be reading more of Ms. West's work! :)"
2012-11-4,B009XFD60E,4.0,so good,A2UQGX6YMQ5BAL,This is a great book it gives a all around conclusion to all of the characters to both series. I was very impressed with how the author stayed true to what he wrote in the other series about how these characters felt and continued it on. This is about Jake still being in love with his college sweetheart and finally getting a second chance one that he is not willing to loose with his ex who claims to be pregnant with his child. I will not give away the ending it is just great to see it all come together for a heart filled ending.
2013-02-21,B009XGD2DY,3.0,Captivating,A1DPQ62TTCIG8L,"Interesting cast of characters in a book with unusual twists. Confusing at some points, but still an interesting story format"
2013-02-23,B009Y6OKPC,5.0,Good Read for all SciFi fans,A29EEQGMQI7DM6,"Any SciFi fan should enjoy reading this book.  The female lead character is very likable, intelligent and funny.  Linda Kay also make mistakes, however never the same one twice. The military structure in this world is unique to me.  Do not think the constant questioning of superior officers would be allowed in today's military.  Also, different than other Scifi military books this character's goal is to be a Starship Engineer and not a Ship's Captain."
2014-03-6,B009Y72FS0,5.0,Enforcers Redemption,A1O34DQL998ST7,Yet another great book by a great author. Love the little novellas in between the books giving u a chance to get to know the different characters better.I would recommend this series to all of my friends and family. It's one of the best series I have read in a long time.
2012-10-29,B009YLKX3U,5.0,Worth the wait,A18O9A44NSD4K7,"I just finished reading  Dancing with the Devil, Witches Anonymous Step 5 series by Misty Evans.  Wow, what a ride.  It's the best one in the series, full of action and romance.  I read it straight through not wanting to put it down.  We learn so much in this book that explains what has transpired  in previous books.  Reading the series, I kept wanting Amy and Luc's story to take front and center, this story doesn't disappoint.  Ms. Evans hints at more to come and I can't wait."
2012-11-4,B009Z12CFG,5.0,Samantha Moon is continuing to grow,A1BD59VWAZBWOK,"I have been following Samantha Moon's life since she became a Vampire and she continues to grow into her powers and herself.  This story is one that any mother can appreciate but it is a bit brutal.  I just love how she is developing herself and coming to terms with her life.  Her children are just awesome, so understanding and mature.  Cannot wait to see what happens next to this amazing character."
2014-02-4,B009Z61VLM,5.0,"""Simply Mesmerizing""",ABEM75A84MZV0,"Kelli McCracken did again. What The Heart Needs &#8220;Simply Mesmerizing &#8220;. I felt like the author wrote her series just for me.  Even though the male characters with all their hotness would have probably kept me reading this book, it was the author&#8217;s brilliance that kept me captivated. The attention to detail was exceptional, I felt like I was on a journey with each of the characters mind, body and soul. This book pulls you in and won&#8217;t let go. There are a lot of powerful lessons in this book the balance of good and evil, choosing the right path and conquering all obstacles. This is a great series a book full of emotions, psychic abilities, passion and angst that will keep you wanting more.. Love this series&#8230; All I have to say is you have a Fan for Life&#8230; CongratulationsFive stars guaranteed, don&#8217;t hesitate just one click you will not be disappointed."
2012-11-3,B009Z643KS,5.0,Add this to your library,A3B3A0DBVLVWSN,"This is such a sweet book.  The stories and pictures are charming, fun and educational.  They are upbeat, positive and wonderful.  I found it to be everything you would want in a child's book.  Each story is well written but more importantly it is a story, the kind of tale that your child will ask you to repeat to them each year. And, your child will probably even have a favorite.  Add to this that the book has games and jokes and you have the perfect book!"
2013-02-23,B00A0NOF7G,5.0,This book was good enough to make me buy the next one,A1CZE84Z3882CS,"I enjoyed every moment reading this book.  Lexie gives you a twist and turn and some wonderment and the grannies are beginning to be really good sleuths via their ipads and internet.  It's hard to put these down.  Summer is coming.  Buy them all and read them by the pool or on the beach.  You won't be sorry....and NO, I don't know the author.  I'm putting this as a 5 star because I really liked the books."
2014-04-4,B00A0NOF7G,4.0,Very nice,AP0MMULH95T9W,I enjoyed this cozy mystery from beginning to end. Lexi and Jack make a nice couple.I recommend this book to everyone who enjoys a romantic mystery.
2012-11-10,B00A1Q7SQM,5.0,another reader left speechless!,A1AME9AYMJ232S,"How do you leave a review for a book that left you speechless?  I've never been disappointed by one of Tim's books and Dead Seth was no different.  It's a highly emotional read.  He's created a character that is just so horrible, in Kathy Seth.  He's confused our senses with Jack Seth.  But most of all, Dead Seth, leaves me wondering what's next for Kiera Hudson?  What exactly does Tim have up his sleeve?  My guess is that none of his fans will see what's coming next, and we'll all be blown away by Dead Water.  I can't wait!"
2013-05-1,B00A1SR4QO,4.0,Handy reference book,A2IWR0FHJ2L3PH,"I received a free copy of this book in exchange for my honest opinion of it.  There is nothing new here for those writers who have researched on their own how to build a writer's online platform and promote themselves via social media.  However, what is incredibly helpful in this book is the day by day step by step instructions on exactly what to do and how to do it.  It's like being on a special diet where you don't have to think about what you'll be cooking for each meal, or even what ingredients are required -- the menu is provided.The author does hit the nail on the head for building a platform and marketing yourself on social media but never is it mentioned that some people are simply no good at marketing themselves no matter how well laid out and explained the plan is.I do hope that authors do not go into this blindly and without thought to their particular strengths and weaknesses.  There is no shame in not being a good marketer.  That's why writers write and marketers market.However, all that said, I still believe this is quite a worthwhile book for those who want to try or can do both."
2013-02-23,B00A2GQTIO,3.0,3 wonderful short stories,A24IGF4YDDLJZ9,This was actually a very good book. 3 nice length short stories. When a woman is fed up is a perfect title. I will recommend.
2013-03-30,B00A3YAQQQ,4.0,Great lists in this book,A6ABGNG7FILN5,"The information is good, but the lists are great. I was probably more pleased by those quick summary lists than anything else. My only complaint is that, like many books on this subject, zero information for prepping in areas prone to forest fires."
2012-11-14,B00A5XJE7M,5.0,yes!,AM2F0HV0U8IL7,Every book I read by this author just keeps getting better. I have read all of her books and I have enjoyed everyone. You will not go wrong reading this author. Thank you Susan for a great read.
